VariableCode,RegionCode,YearCode,AggValue
pl_gdpo,BEN,2017,0.37010118365287800
xr,BEN,2018,555.44645839822600000
pl_da,BEN,2018,0.41837859153747600
pl_gdpo,BEN,2018,0.39767074584960900
xr,BEN,2019,585.91101318036900000
pl_da,BEN,2019,0.39298817515373200
pl_gdpo,BEN,2019,0.37510383129119900
xr,COM,2000,533.98247717333300000
pl_da,COM,2000,0.28398948907852200
pl_gdpo,COM,2000,0.27260139584541300
xr,COM,2001,549.77915968000000000
pl_da,COM,2001,0.27394700050354000
pl_gdpo,COM,2001,0.26472544670105000
xr,COM,2002,522.74141834666700000
pl_da,COM,2002,0.28995674848556500
pl_gdpo,COM,2002,0.28851383924484300
xr,COM,2003,435.90045690666700000
pl_da,COM,2003,0.38050422072410600
pl_gdpo,COM,2003,0.37243017554283100
xr,COM,2004,396.21380832000000000
pl_da,COM,2004,0.44730600714683500
pl_gdpo,COM,2004,0.43379491567611700
xr,COM,2005,395.60130816000000000
pl_da,COM,2005,0.40269964933395400
pl_gdpo,COM,2005,0.39262831211090100
xr,COM,2006,392.16778149333300000
pl_da,COM,2006,0.42693275213241600
pl_gdpo,COM,2006,0.42057138681411700
xr,COM,2007,359.45026960000000000
pl_da,COM,2007,0.49691393971443200
pl_gdpo,COM,2007,0.49300476908683800
xr,COM,2008,335.85411233925800000
pl_da,COM,2008,0.53865730762481700
pl_gdpo,COM,2008,0.52530318498611500
xr,COM,2009,354.13989802700900000
pl_da,COM,2009,0.51480871438980100
pl_gdpo,COM,2009,0.50885438919067400
xr,COM,2010,371.45795494053500000
pl_da,COM,2010,0.52821540832519500
pl_gdpo,COM,2010,0.52776873111724900
xr,COM,2011,353.89976540758800000
pl_da,COM,2011,0.54262650012970000
pl_gdpo,COM,2011,0.53340882062912000
xr,COM,2012,382.89554649987800000
pl_da,COM,2012,0.49806171655654900
pl_gdpo,COM,2012,0.48344722390174900
xr,COM,2013,370.53021637503800000
pl_da,COM,2013,0.52547609806060800
pl_gdpo,COM,2013,0.51108771562576300
xr,COM,2014,370.81140308138700000
pl_da,COM,2014,0.52342760562896700
pl_gdpo,COM,2014,0.51061552762985200
xr,COM,2015,443.58735604073600000
pl_da,COM,2015,0.43665021657943700
pl_gdpo,COM,2015,0.41836011409759500
xr,COM,2016,444.75635382748200000
pl_da,COM,2016,0.42709830403327900
pl_gdpo,COM,2016,0.41309812664985700
xr,COM,2017,435.49256219089300000
pl_da,COM,2017,0.43044480681419400
pl_gdpo,COM,2017,0.42204502224922200
xr,COM,2018,416.58484379866900000
pl_da,COM,2018,0.45744475722312900
pl_gdpo,COM,2018,0.44357407093048100
xr,COM,2019,439.46311031786700000
pl_da,COM,2019,0.43857815861702000
pl_gdpo,COM,2019,0.42444646358490000
xr,EGY,2000,3.47205000000000000
pl_da,EGY,2000,0.27360585331916800
pl_gdpo,EGY,2000,0.26241585612297100
xr,EGY,2001,3.97300000000000000
pl_da,EGY,2001,0.24695169925689700
pl_gdpo,EGY,2001,0.23640145361423500
xr,EGY,2002,4.49966666666667000
xr,COD,2000,56.45257382440460000
pl_da,COD,2000,0.32452908158302300
pl_gdpo,COD,2000,0.33072885870933500
xr,COD,2001,267.35626920712000000
pl_da,COD,2001,0.32756245136261000
pl_gdpo,COD,2001,0.33088096976280200
xr,COD,2002,346.68793388513300000
pl_da,COD,2002,0.32812687754631000
pl_gdpo,COD,2002,0.33245855569839500
xr,COD,2003,405.39745174602900000
pl_da,COD,2003,0.31204959750175500
pl_gdpo,COD,2003,0.31366303563118000
xr,COD,2004,399.47579166666700000
pl_da,COD,2004,0.32770854234695400
pl_gdpo,COD,2004,0.32727834582328800
xr,COD,2005,473.90800833333300000
pl_da,COD,2005,0.34782975912094100
pl_gdpo,COD,2005,0.34549883008003200
xr,COD,2006,468.27882500000000000
pl_da,COD,2006,0.39845487475395200
pl_gdpo,COD,2006,0.38304260373115500
xr,COD,2007,516.74989166666700000
pl_da,COD,2007,0.42052930593490600
pl_gdpo,COD,2007,0.41610628366470300
xr,COD,2008,559.29250833333300000
pl_da,COD,2008,0.49491238594055200
pl_gdpo,COD,2008,0.49639806151390100
xr,COD,2009,809.78583333333300000
pl_da,COD,2009,0.45717242360115100
pl_gdpo,COD,2009,0.45550447702407800
xr,COD,2010,905.91345833333300000
pl_da,COD,2010,0.46031591296196000
pl_gdpo,COD,2010,0.47070518136024500
xr,COD,2011,919.49130000000000000
pl_da,COD,2011,0.51178586483001700
pl_gdpo,COD,2011,0.51871937513351400
xr,COD,2012,919.75540833333300000
pl_da,COD,2012,0.54766809940338100
pl_gdpo,COD,2012,0.55334383249282800
xr,COD,2013,919.79277402154800000
pl_da,COD,2013,0.55709511041641200
pl_gdpo,COD,2013,0.55925941467285200
xr,COD,2014,925.22628253199700000
pl_da,COD,2014,0.54808956384658800
pl_gdpo,COD,2014,0.55171823501586900
xr,COD,2015,925.98496128039300000
pl_da,COD,2015,0.52364486455917400
pl_gdpo,COD,2015,0.52709448337554900
xr,COD,2016,1010.30275716866000000
pl_da,COD,2016,0.48187017440795900
pl_gdpo,COD,2016,0.48340803384780900
xr,COD,2017,1464.41793163743000000
pl_da,COD,2017,0.45248726010322600
pl_gdpo,COD,2017,0.45941174030304000
xr,COD,2018,1622.52350162292000000
pl_da,COD,2018,0.54819023609161400
pl_gdpo,COD,2018,0.55586534738540600
xr,COD,2019,1647.76012727639000000
pl_da,COD,2019,0.53289085626602200
pl_gdpo,COD,2019,0.53460001945495600
xr,COG,2000,711.97627443083300000
pl_da,COG,2000,0.41108599305152900
pl_gdpo,COG,2000,0.37440702319145200
xr,COG,2001,733.03850707000000000
pl_da,COG,2001,0.38088926672935500
pl_gdpo,COG,2001,0.35429206490516700
xr,COG,2002,696.98820361166700000
pl_da,COG,2002,0.38535293936729400
pl_gdpo,COG,2002,0.35951113700866700
xr,COG,2003,581.20031386416700000
pl_da,COG,2003,0.43533563613891600
pl_gdpo,COG,2003,0.39918857812881500
xr,COG,2004,528.28480930500000000
pl_da,COG,2004,0.47036716341972400
pl_gdpo,COG,2004,0.43024748563766500
xr,COG,2005,527.46814284000000000
pl_da,COG,2005,0.46927827596664400
pl_gdpo,COG,2005,0.41705253720283500
xr,COG,2006,522.89010961083300000
pl_da,COG,2006,0.54522258043289200
pl_gdpo,COG,2006,0.48513814806938200
xr,COG,2007,479.26678258750000000
pl_da,COG,2007,0.67966330051422100
pl_gdpo,COG,2007,0.64850991964340200
xr,COG,2008,447.80525556077300000
pl_da,COG,2008,0.67995864152908300
pl_gdpo,COG,2008,0.63234448432922400
xr,COG,2009,472.18629075489300000
pl_da,COG,2009,0.64172142744064300
pl_gdpo,COG,2009,0.61792248487472500
xr,COG,2010,495.27702157239600000
pl_da,COG,2010,0.62667608261108400
pl_gdpo,COG,2010,0.58814889192581200
xr,COG,2011,471.86611409170000000
pl_da,COG,2011,0.61834210157394400
pl_gdpo,COG,2011,0.55766862630844100
xr,COG,2012,510.52713590197000000
pl_da,COG,2012,0.59361487627029400
pl_gdpo,COG,2012,0.55879896879196200
xr,COG,2013,494.04003744699000000
pl_da,COG,2013,0.63711094856262200
pl_gdpo,COG,2013,0.61028814315795900
xr,COG,2014,494.41495286493700000
pl_da,COG,2014,0.64371234178543100
pl_gdpo,COG,2014,0.62264972925186200
xr,COG,2015,591.65935115166700000
pl_da,COG,2015,0.55220937728881800
pl_gdpo,COG,2015,0.52207177877426100
xr,COG,2016,592.60561506302200000
pl_da,COG,2016,0.55313831567764300
pl_gdpo,COG,2016,0.52345979213714600
xr,COG,2017,580.65674958785800000
pl_da,COG,2017,0.50538706779480000
pl_gdpo,COG,2017,0.52878677845001200
xr,COG,2018,555.44645839822600000
pl_da,COG,2018,0.52341377735137900
pl_gdpo,COG,2018,0.51642405986785900
xr,COG,2019,585.91101318036900000
pl_da,COG,2019,0.51342487335205100
pl_gdpo,COG,2019,0.50610095262527500
xr,DZA,2000,75.25979166666670000
pl_da,DZA,2000,0.16939927637577100
pl_gdpo,DZA,2000,0.19004867970943500
xr,DZA,2001,77.21502083333330000
pl_da,DZA,2001,0.17582690715789800
pl_gdpo,DZA,2001,0.19080604612827300
xr,DZA,2002,79.68190000000000000
pl_da,CAF,2002,0.27812951803207400
pl_gdpo,CAF,2002,0.27778965234756500
xr,CAF,2003,581.20031386416700000
pl_da,CAF,2003,0.33692380785942100
pl_gdpo,CAF,2003,0.33418789505958600
xr,CAF,2004,528.28480930500000000
pl_da,CAF,2004,0.36486715078353900
pl_gdpo,CAF,2004,0.36133244633674600
xr,CAF,2005,527.46814284000000000
pl_da,CAF,2005,0.37601476907730100
pl_gdpo,CAF,2005,0.37224102020263700
xr,CAF,2006,522.89010961083300000
pl_da,CAF,2006,0.38789099454879800
pl_gdpo,CAF,2006,0.38593834638595600
xr,CAF,2007,479.26678258750000000
pl_da,CAF,2007,0.41999766230583200
pl_gdpo,CAF,2007,0.41605123877525300
xr,CAF,2008,447.80525556077300000
pl_da,CAF,2008,0.47074919939041100
pl_gdpo,CAF,2008,0.46813941001892100
xr,CAF,2009,472.18629075489300000
pl_da,CAF,2009,0.44716405868530300
pl_gdpo,CAF,2009,0.44057339429855300
xr,CAF,2010,495.27702157239600000
pl_da,CAF,2010,0.44310593605041500
pl_gdpo,CAF,2010,0.43750834465026900
xr,CAF,2011,471.86611409170000000
pl_da,CAF,2011,0.48989725112915000
pl_gdpo,CAF,2011,0.48765909671783400
xr,CAF,2012,510.52713590197000000
pl_da,CAF,2012,0.46240180730819700
pl_gdpo,CAF,2012,0.45831415057182300
xr,CPV,2000,119.68714989166700000
pl_da,CPV,2000,0.38657376170158400
pl_gdpo,CPV,2000,0.37050282955169700
xr,CPV,2001,123.22782770000000000
pl_da,CPV,2001,0.38148891925811800
pl_gdpo,CPV,2001,0.36846148967742900
xr,CPV,2002,117.16757228333300000
pl_da,CPV,2002,0.39604994654655500
pl_gdpo,CPV,2002,0.38617891073226900
xr,CPV,2003,97.70298755833330000
pl_da,CPV,2003,0.46498170495033300
pl_gdpo,CPV,2003,0.47372162342071500
xr,CPV,2004,88.80759855000000000
pl_da,CPV,2004,0.49356713891029400
pl_gdpo,CPV,2004,0.49250978231430100
xr,CPV,2005,88.67031240000000000
pl_da,CPV,2005,0.50831216573715200
pl_gdpo,CPV,2005,0.51601159572601300
xr,CPV,2006,87.90071969166670000
pl_da,CPV,2006,0.52950567007064800
pl_gdpo,CPV,2006,0.55082261562347400
xr,CPV,2007,80.56739712500000000
pl_da,CPV,2007,0.56046539545059200
pl_gdpo,CPV,2007,0.57209956645965600
xr,CPV,2008,75.27854040842080000
pl_da,CPV,2008,0.60522049665451000
pl_gdpo,CPV,2008,0.62039721012115500
xr,CPV,2009,79.37712728355970000
pl_da,CPV,2009,0.56252509355545000
pl_gdpo,CPV,2009,0.56808525323867800
xr,CPV,2010,83.25880685591910000
pl_da,CPV,2010,0.52767050266265900
pl_gdpo,CPV,2010,0.52056193351745600
xr,CPV,2011,79.32330381548140000
pl_da,CPV,2011,0.55449080467224100
pl_gdpo,CPV,2011,0.53800928592681900
xr,CPV,2012,85.82243542779520000
pl_da,CPV,2012,0.53615653514862100
pl_gdpo,CPV,2012,0.52451848983764600
xr,CPV,2013,83.05086298229850000
pl_da,CPV,2013,0.57500445842742900
pl_gdpo,CPV,2013,0.57637685537338300
xr,CPV,2014,83.11388833782790000
pl_da,CPV,2014,0.58445340394973800
pl_gdpo,CPV,2014,0.58306056261062600
xr,CPV,2015,99.42593370018360000
pl_da,CPV,2015,0.48678728938102700
pl_gdpo,CPV,2015,0.47108873724937400
xr,CPV,2016,99.68795355908610000
pl_da,CPV,2016,0.48672750592231800
pl_gdpo,CPV,2016,0.46680629253387500
xr,CPV,2017,97.80693777151210000
pl_da,CPV,2017,0.49867621064186100
pl_gdpo,CPV,2017,0.47788342833519000
xr,CPV,2018,93.41357890852790000
pl_da,CPV,2018,0.53161263465881300
pl_gdpo,CPV,2018,0.52722817659378100
xr,CPV,2019,98.49517858789760000
pl_da,CPV,2019,0.50275880098342900
pl_gdpo,CPV,2019,0.49006640911102300
xr,ETH,2000,8.21725833333333000
pl_da,ETH,2000,0.21928779780864700
pl_gdpo,ETH,2000,0.20876385271549200
xr,ETH,2001,8.45749166666667000
pl_da,ETH,2001,0.19499710202217100
pl_gdpo,ETH,2001,0.17688012123107900
xr,ETH,2002,8.56775000000000000
pl_da,ETH,2002,0.20676293969154400
pl_gdpo,ETH,2002,0.19179873168468500
xr,ETH,2003,8.59968333333333000
pl_da,ETH,2003,0.22653880715370200
pl_gdpo,ETH,2003,0.19678813219070400
xr,ETH,2004,8.63558333333333000
pl_da,ETH,2004,0.22176237404346500
pl_gdpo,ETH,2004,0.19508963823318500
xr,ETH,2005,8.66644166666667000
pl_da,ETH,2005,0.22895735502243000
pl_gdpo,ETH,2005,0.19859729707241100
xr,ETH,2006,8.69861583333333000
pl_da,ETH,2006,0.27343302965164200
pl_gdpo,ETH,2006,0.24128939211368600
xr,ETH,2007,8.96595000000000000
pl_da,ETH,2007,0.28611895442009000
pl_gdpo,ETH,2007,0.25566419959068300
xr,ETH,2008,9.59974166666667000
pl_da,ETH,2008,0.35571846365928600
pl_gdpo,ETH,2008,0.31471493840217600
xr,ETH,2009,11.77759967250000000
pl_da,ETH,2009,0.35523670911788900
pl_gdpo,ETH,2009,0.32602632045745800
xr,ETH,2010,14.40958980800660000
pl_da,ETH,2010,0.29156970977783200
pl_gdpo,ETH,2010,0.25870087742805500
xr,ETH,2011,16.89922575952750000
pl_da,ETH,2011,0.29515299201011700
pl_da,EGY,2002,0.22857390344142900
pl_gdpo,EGY,2002,0.21835103631019600
xr,EGY,2003,5.85087500000000000
pl_da,EGY,2003,0.18784758448600800
pl_gdpo,EGY,2003,0.18002317845821400
xr,EGY,2004,6.19624166666667000
pl_da,EGY,2004,0.19199395179748500
pl_gdpo,EGY,2004,0.18359264731407200
xr,EGY,2005,5.77883333333333000
pl_da,EGY,2005,0.21760334074497200
pl_gdpo,EGY,2005,0.20472908020019500
xr,EGY,2006,5.73316666666667000
pl_da,EGY,2006,0.22557890415191700
pl_gdpo,EGY,2006,0.21666002273559600
xr,EGY,2007,5.63543333333333000
pl_da,EGY,2007,0.24174538254737900
pl_gdpo,EGY,2007,0.22993604838848100
xr,EGY,2008,5.43250000000000000
pl_da,EGY,2008,0.26355630159378100
pl_gdpo,EGY,2008,0.23825934529304500
xr,EGY,2009,5.54455330862978000
pl_da,EGY,2009,0.26638191938400300
pl_gdpo,EGY,2009,0.25077643990516700
xr,EGY,2010,5.62194291761051000
pl_da,EGY,2010,0.26819536089897200
